lead_time,avg_price_per_room,no_of_special_requests,booking_status
47,109.8,0,Canceled
174,126.9,2,Canceled
102,109,0,Not_Canceled
18,97,1,Canceled
150,101,0,Not_Canceled
282,76.67,0,Not_Canceled
35,135.9,1,Not_Canceled
37,67,0,Not_Canceled
49,65.75,1,Not_Canceled
2,91,1,Not_Canceled
8,84.7,1,Not_Canceled
92,90,1,Not_Canceled
4,92,0,Not_Canceled
23,85,0,Not_Canceled
34,108.9,0,Not_Canceled
114,75,0,Canceled
37,65,0,Not_Canceled
253,140.4,1,Canceled
21,95.48,1,Not_Canceled
7,65,0,Not_Canceled
19,117,1,Not_Canceled
68,71.46,1,Not_Canceled
95,109.65,0,Canceled
5,152,1,Not_Canceled
18,128,1,Not_Canceled
55,126,0,Not_Canceled
3,95,0,Not_Canceled
4,92.43,1,Not_Canceled
5,47.25,0,Not_Canceled
26,78.2,0,Canceled
11,90,0,Not_Canceled
5,100,0,Not_Canceled
29,66.18,1,Not_Canceled
139,68,0,Canceled
23,129,3,Not_Canceled
58,99.45,0,Not_Canceled
55,84.2,1,Not_Canceled
16,75,0,Not_Canceled
110,70,0,Not_Canceled
89,85,0,Not_Canceled
12,77,0,Not_Canceled
30,85,0,Not_Canceled
40,74.8,0,Canceled
164,100,0,Canceled
52,84.8,1,Not_Canceled
2,65,0,Not_Canceled
1,79.5,2,Not_Canceled
6,105,2,Not_Canceled
14,85,1,Not_Canceled
34,65,0,Not_Canceled
25,78.3,0,Canceled
219,108,0,Canceled
5,110,0,Not_Canceled
21,129,1,Not_Canceled
161,130,0,Canceled
35,67.49,0,Not_Canceled
29,96.3,0,Not_Canceled
69,120,0,Canceled
13,131.6,0,Not_Canceled
12,129,1,Not_Canceled
21,92,0,Not_Canceled
22,141,1,Not_Canceled
279,110,0,Canceled
164,105.3,0,Canceled
5,68.53,1,Not_Canceled
11,110,1,Not_Canceled
4,144,1,Not_Canceled
13,116,2,Not_Canceled
166,110,0,Canceled
128,137.91,0,Canceled
0,71.25,0,Not_Canceled
49,106.25,0,Not_Canceled
144,72.25,2,Not_Canceled
32,88,2,Not_Canceled
49,113.4,2,Not_Canceled
61,76.5,1,Canceled
73,60.98,1,Not_Canceled
71,98,0,Not_Canceled
128,118.8,1,Not_Canceled
9,0,0,Not_Canceled
16,141,1,Not_Canceled
74,99.45,1,Not_Canceled
38,96.3,0,Not_Canceled
268,78,0,Not_Canceled
15,138.5,0,Not_Canceled
209,168.3,0,Canceled
192,107.1,2,Canceled
87,183.6,1,Not_Canceled
59,75,0,Not_Canceled
7,126.67,1,Canceled
314,75,0,Canceled
10,129,0,Not_Canceled
8,86,0,Not_Canceled
12,80,0,Not_Canceled
11,81,1,Not_Canceled
62,105.3,1,Not_Canceled
0,149,1,Not_Canceled
346,115,1,Canceled
323,70,0,Canceled
15,78.03,0,Not_Canceled
253,89.25,3,Not_Canceled
50,75.95,1,Not_Canceled
1,96,0,Not_Canceled
245,75,0,Canceled
8,95,1,Not_Canceled
152,132.9,0,Canceled
102,108.3,1,Not_Canceled
192,137.7,1,Canceled
30,130.5,2,Not_Canceled
14,65,0,Not_Canceled
164,96.3,1,Not_Canceled
30,140,0,Not_Canceled
20,85.5,1,Not_Canceled
64,65,0,Not_Canceled
116,76,0,Not_Canceled
19,58.45,1,Not_Canceled
36,116.1,2,Not_Canceled
72,108,0,Not_Canceled
155,137.7,1,Canceled
27,88.4,2,Not_Canceled
72,81.3,1,Not_Canceled
0,90.71,1,Not_Canceled
276,61,0,Canceled
8,119,0,Not_Canceled
19,96,0,Not_Canceled
37,105,0,Not_Canceled
3,65,1,Not_Canceled
1,167,3,Not_Canceled
105,110,0,Canceled
4,120,2,Not_Canceled
59,68.07,1,Not_Canceled
141,108.29,2,Not_Canceled
85,85,2,Not_Canceled
159,70,1,Not_Canceled
36,125.1,2,Canceled
1,98.1,0,Not_Canceled
12,147.2,1,Not_Canceled
58,138.6,2,Not_Canceled
46,75,0,Not_Canceled
150,135,2,Not_Canceled
1,0,1,Not_Canceled
4,122,3,Not_Canceled
46,128.38,1,Not_Canceled
290,86.7,0,Canceled
78,86.4,2,Not_Canceled
88,82.45,0,Canceled
63,131.75,2,Not_Canceled
15,120.18,1,Not_Canceled
82,85.5,0,Canceled
10,89.59,0,Not_Canceled
42,147.9,2,Not_Canceled
1,67,1,Not_Canceled
188,130,0,Canceled
35,85,1,Not_Canceled
112,58,1,Not_Canceled
159,132.96,1,Canceled
238,106.2,1,Canceled
320,115,1,Canceled
141,111.68,1,Not_Canceled
12,103.84,1,Not_Canceled
16,118.8,1,Not_Canceled
47,95.48,2,Not_Canceled
32,96.33,1,Not_Canceled
230,82.95,1,Not_Canceled
82,112.1,1,Not_Canceled
305,89,0,Canceled
279,110,0,Canceled
4,183.5,1,Not_Canceled
73,85.67,0,Not_Canceled
216,128.7,2,Canceled
117,96.05,0,Not_Canceled
110,94.5,0,Not_Canceled
2,249,1,Not_Canceled
29,98.98,2,Not_Canceled
16,121,1,Not_Canceled
89,183.3,0,Canceled
26,153.23,1,Not_Canceled
32,73,0,Not_Canceled
56,82,0,Not_Canceled
10,120,2,Not_Canceled
31,149.4,2,Not_Canceled
182,117.9,2,Canceled
320,115,1,Canceled
34,99.3,1,Not_Canceled
0,109,0,Not_Canceled
50,52,1,Not_Canceled
6,88.51,1,Not_Canceled
39,101.5,0,Not_Canceled
80,140.4,1,Not_Canceled
13,65,0,Not_Canceled
418,107,0,Canceled
4,95,0,Not_Canceled
188,130,0,Canceled
4,72.1,0,Not_Canceled
0,0,0,Not_Canceled
95,90,2,Canceled
179,85.5,0,Canceled
304,89,0,Canceled
1,209.1,2,Not_Canceled
55,108,1,Canceled
37,108.9,1,Not_Canceled
86,65,1,Not_Canceled
14,127,2,Not_Canceled
14,81,1,Not_Canceled
24,145.4,2,Not_Canceled
245,110,0,Canceled
6,69.5,2,Not_Canceled
2,133.6,1,Not_Canceled
28,108.42,1,Not_Canceled
51,149.4,1,Not_Canceled
198,159.3,3,Not_Canceled
138,109.8,1,Canceled
0,64.5,0,Not_Canceled
32,0,0,Not_Canceled
83,132.3,2,Not_Canceled
55,83.3,1,Not_Canceled
8,130,0,Not_Canceled
21,129,0,Canceled
31,114.84,2,Not_Canceled
50,93.6,2,Not_Canceled
96,135.9,0,Canceled
179,108.9,1,Canceled
55,73.8,2,Not_Canceled
2,127.33,1,Not_Canceled
1,72.67,0,Not_Canceled
25,129,0,Not_Canceled
41,103.5,2,Not_Canceled
245,110,0,Canceled
85,73.95,0,Not_Canceled
24,285.17,0,Canceled
19,100,0,Not_Canceled
143,90,0,Not_Canceled
0,94,0,Not_Canceled
2,122,1,Not_Canceled
0,130,0,Not_Canceled
93,73.74,0,Not_Canceled
3,0,1,Not_Canceled
38,90.2,0,Not_Canceled
103,94.5,0,Canceled
276,61,0,Canceled
7,107.03,2,Not_Canceled
18,89,1,Not_Canceled
78,128.7,2,Not_Canceled
1,100,0,Not_Canceled
107,152.1,0,Canceled
116,61,0,Canceled
15,130.9,1,Not_Canceled
0,140,0,Not_Canceled
43,96.3,0,Not_Canceled
60,74.8,0,Canceled
38,121.95,1,Not_Canceled
0,0,1,Not_Canceled
130,82.59,2,Not_Canceled
338,90.67,1,Not_Canceled
90,150.3,0,Canceled
11,88.5,0,Not_Canceled
1,106,2,Not_Canceled
172,112.32,0,Canceled
56,185,0,Not_Canceled
3,79.5,0,Not_Canceled
34,224.67,0,Canceled
85,99.9,1,Not_Canceled
30,68.71,0,Canceled
346,115,1,Canceled
104,88.01,2,Not_Canceled
5,67,0,Not_Canceled
28,96.9,3,Not_Canceled
247,115,1,Canceled
0,79,0,Not_Canceled
7,134,1,Not_Canceled
188,130,0,Canceled
4,0,1,Not_Canceled
71,171.3,2,Not_Canceled
34,174,1,Not_Canceled
36,123.84,2,Not_Canceled
171,90.95,1,Not_Canceled
103,115,0,Canceled
63,99,0,Canceled
5,65,0,Not_Canceled
12,91,1,Not_Canceled
28,74.8,1,Not_Canceled
23,119,1,Canceled
66,85.38,0,Canceled
64,130,0,Not_Canceled
119,82.45,0,Not_Canceled
238,94.07,1,Not_Canceled
14,100,0,Not_Canceled
230,137,0,Canceled
5,69.1,0,Not_Canceled
113,190.8,1,Canceled
37,105,0,Not_Canceled
6,109,1,Not_Canceled
213,127.5,1,Canceled
115,75,0,Not_Canceled
305,89,0,Canceled
155,112,0,Canceled
48,195.3,2,Not_Canceled
40,85.5,0,Not_Canceled
6,75,0,Not_Canceled
80,136,0,Not_Canceled
2,129,1,Not_Canceled
9,89,1,Not_Canceled
54,123.3,0,Canceled
256,115,1,Canceled
151,167.45,2,Canceled
72,76.5,1,Canceled
116,75,0,Not_Canceled
77,68.04,1,Not_Canceled
129,114.3,1,Not_Canceled
35,84.35,1,Not_Canceled
110,113.76,1,Not_Canceled
88,58,0,Not_Canceled
29,102.8,1,Not_Canceled
276,116.33,0,Canceled
265,109,0,Canceled
79,132.6,1,Not_Canceled
49,74.8,0,Canceled
87,137.7,2,Not_Canceled
219,76.67,0,Not_Canceled
281,79.62,2,Canceled
80,105.3,0,Canceled
19,53.5,1,Not_Canceled
18,141.56,0,Canceled
4,88,0,Not_Canceled
133,95.2,1,Not_Canceled
87,51.97,1,Not_Canceled
44,74.8,2,Not_Canceled
35,38.67,0,Not_Canceled
1,159,2,Not_Canceled
193,120,0,Canceled
304,89,0,Canceled
18,65,1,Not_Canceled
26,126,1,Not_Canceled
30,121,0,Not_Canceled
11,141.95,2,Not_Canceled
280,100,0,Canceled
213,102.85,2,Canceled
117,109.65,1,Not_Canceled
186,64.56,0,Canceled
267,95,0,Canceled
46,107.1,0,Canceled
18,129,0,Not_Canceled
148,91.68,0,Canceled
268,95.4,0,Canceled
151,80,0,Not_Canceled
98,75,0,Not_Canceled
191,101.75,0,Canceled
144,126.9,3,Not_Canceled
104,159.3,2,Not_Canceled
42,97.63,1,Not_Canceled
88,165.75,1,Canceled
195,82.45,1,Not_Canceled
302,100,0,Canceled
8,169.38,0,Not_Canceled
1,198,0,Not_Canceled
156,103.5,0,Canceled
81,119.85,0,Canceled
33,138,2,Not_Canceled
54,90.1,1,Not_Canceled
336,70,0,Not_Canceled
18,124.25,3,Not_Canceled
47,125.1,1,Not_Canceled
35,53.72,0,Not_Canceled
7,55,2,Not_Canceled
13,221,0,Canceled
39,177,2,Not_Canceled
68,65,0,Not_Canceled
196,97.75,1,Not_Canceled
309,101,0,Canceled
253,73.95,2,Not_Canceled
59,99.85,0,Canceled
76,79.2,1,Not_Canceled
275,118.2,2,Canceled
1,0,1,Not_Canceled
6,70.07,1,Not_Canceled
9,103.05,0,Not_Canceled
296,117,1,Canceled
47,63.75,1,Not_Canceled
37,60,0,Not_Canceled
161,130,0,Canceled
23,230,0,Canceled
3,130,1,Not_Canceled
26,165,0,Not_Canceled
327,76,0,Not_Canceled
14,104,2,Not_Canceled
112,100,0,Not_Canceled
104,109.8,1,Canceled
128,119.7,0,Canceled
16,109,0,Canceled
23,50,0,Not_Canceled
112,100,0,Not_Canceled
4,108.67,3,Not_Canceled
1,120,0,Not_Canceled
21,93,1,Not_Canceled
17,97,1,Not_Canceled
46,90.09,2,Not_Canceled
6,75,0,Not_Canceled
198,90,0,Canceled
12,72,0,Not_Canceled
2,94,0,Not_Canceled
64,126,1,Not_Canceled
1,71.2,0,Not_Canceled
145,94.5,0,Not_Canceled
136,145.3,1,Not_Canceled
134,114.3,1,Not_Canceled
14,65,0,Not_Canceled
49,112.2,1,Not_Canceled
15,90.33,1,Not_Canceled
180,100,1,Not_Canceled
151,198.59,0,Canceled
102,40.67,0,Not_Canceled
132,105.37,1,Not_Canceled
8,151,1,Canceled
133,72.25,1,Canceled
70,102.1,2,Not_Canceled
27,135.87,0,Canceled
148,67,0,Not_Canceled
167,119.7,1,Canceled
47,65,0,Not_Canceled
138,94.5,0,Canceled
75,80.75,1,Not_Canceled
305,89,0,Canceled
0,145,1,Not_Canceled
301,90,0,Not_Canceled
74,101.5,0,Not_Canceled
44,80.74,1,Not_Canceled
81,65,0,Not_Canceled
23,118,0,Canceled
0,114,1,Not_Canceled
41,85.67,0,Not_Canceled
92,135.9,1,Not_Canceled
213,130,0,Canceled
3,138.5,0,Not_Canceled
4,156,0,Canceled
7,90,1,Canceled
20,211,2,Not_Canceled
104,80.75,0,Not_Canceled
125,105.3,3,Not_Canceled
5,67,0,Not_Canceled
1,62.91,1,Not_Canceled
50,145.69,0,Canceled
29,94.5,0,Not_Canceled
274,107,2,Canceled
175,123.25,1,Canceled
128,94.5,1,Not_Canceled
139,130.5,1,Not_Canceled
30,127.15,0,Not_Canceled
69,120,0,Canceled
64,79.2,1,Not_Canceled
24,46.67,1,Not_Canceled
88,82.45,1,Not_Canceled
304,89,0,Canceled
58,131.4,0,Canceled
63,177.3,0,Canceled
221,65,1,Not_Canceled
102,101.5,0,Canceled
60,65,1,Not_Canceled
111,118.8,2,Canceled
0,0,2,Not_Canceled
24,60.56,0,Not_Canceled
3,118.58,1,Not_Canceled
5,80,2,Not_Canceled
68,80.3,0,Not_Canceled
54,85,0,Not_Canceled
6,98,0,Not_Canceled
10,77.6,1,Not_Canceled
118,110.8,2,Not_Canceled
184,105.3,2,Canceled
118,110,0,Not_Canceled
0,84.14,1,Not_Canceled
377,115,1,Canceled
25,87.33,0,Not_Canceled
265,100.3,0,Canceled
21,75,0,Not_Canceled
21,85,0,Canceled
55,78.3,1,Not_Canceled
9,85.6,2,Not_Canceled
38,77.86,1,Not_Canceled
151,162,2,Canceled
230,111,0,Canceled
9,190.5,2,Not_Canceled
66,69.3,1,Not_Canceled
71,120,0,Not_Canceled
169,80.75,0,Not_Canceled
18,139,3,Not_Canceled
242,150.45,0,Canceled
7,85,0,Not_Canceled
270,62.8,0,Canceled
2,145,0,Not_Canceled
13,95,0,Canceled
36,112,0,Not_Canceled
135,99.9,1,Not_Canceled
109,77.86,2,Not_Canceled
5,110,0,Not_Canceled
5,90,0,Not_Canceled
31,77,0,Not_Canceled
81,135.15,2,Canceled
29,163.46,2,Not_Canceled
140,70,0,Not_Canceled
166,110,0,Canceled
172,140.7,2,Canceled
0,65,1,Not_Canceled
61,121.5,0,Canceled
95,89.25,2,Not_Canceled
81,65,0,Not_Canceled
210,72.25,0,Not_Canceled
19,68.26,1,Not_Canceled
11,138.71,3,Not_Canceled
161,130,0,Canceled
71,120,0,Not_Canceled
161,130,0,Canceled
418,75,0,Canceled
34,81,0,Canceled
29,88.4,2,Not_Canceled
0,129,2,Not_Canceled
95,75.1,0,Not_Canceled
181,85.5,0,Canceled
68,60,0,Not_Canceled
75,79.2,2,Not_Canceled
210,86,0,Canceled
179,108.9,2,Canceled
292,90,0,Not_Canceled
87,126.9,0,Canceled
20,69.5,1,Not_Canceled
317,120,0,Canceled
28,88,0,Canceled
41,114.04,0,Not_Canceled
76,41,0,Not_Canceled
166,99.45,0,Canceled
98,85.05,1,Not_Canceled
103,114.3,1,Canceled
103,99.9,1,Not_Canceled
22,105.64,1,Not_Canceled
193,120,0,Canceled
55,137.7,0,Canceled
3,101,2,Not_Canceled
161,130,0,Canceled
74,80,0,Not_Canceled
15,105,1,Not_Canceled
7,67,1,Not_Canceled
64,140,0,Canceled
24,229.6,0,Canceled
290,90.95,0,Canceled
263,110,0,Canceled
116,112.5,0,Not_Canceled
17,177,0,Canceled
166,103.7,1,Canceled
181,120,0,Canceled
255,122.83,0,Canceled
20,65.58,0,Not_Canceled
0,150,2,Not_Canceled
25,158,1,Not_Canceled
39,101.5,0,Not_Canceled
36,0,0,Not_Canceled
36,112,0,Not_Canceled
49,71,0,Not_Canceled
63,126.9,1,Not_Canceled
59,147.9,0,Canceled
63,102.6,0,Canceled
30,140,0,Not_Canceled
0,65,0,Not_Canceled
41,85.6,0,Not_Canceled
9,86,0,Not_Canceled
32,73,0,Not_Canceled
4,40,0,Not_Canceled
275,62.8,0,Canceled
15,109,1,Not_Canceled
69,108.53,2,Not_Canceled
15,174,2,Not_Canceled
155,130.5,0,Canceled
83,79.2,0,Canceled
304,89,0,Canceled
32,64,0,Not_Canceled
3,75,0,Not_Canceled
85,143.23,0,Canceled
165,123.3,2,Canceled
29,76.5,0,Not_Canceled
78,117.9,0,Canceled
8,130,0,Not_Canceled
83,140.4,1,Canceled
19,48,0,Canceled
98,73.95,0,Not_Canceled
265,115,1,Canceled
188,130,0,Canceled
198,90.9,0,Canceled
40,118.8,0,Canceled
6,152,0,Canceled
0,45,2,Not_Canceled
69,120,0,Canceled
199,68,1,Not_Canceled
39,101.5,0,Not_Canceled
31,103.5,0,Canceled
13,120,0,Canceled
6,63,0,Not_Canceled
292,90,0,Not_Canceled
38,149.68,0,Canceled
7,67,1,Not_Canceled
163,84.15,0,Canceled
6,118,1,Not_Canceled
152,96.3,0,Canceled
61,92.28,0,Canceled
0,108.88,2,Not_Canceled
61,91,0,Not_Canceled
42,126,1,Canceled
22,43.5,0,Not_Canceled
84,71.28,0,Canceled
41,81.08,0,Canceled
1,111,0,Not_Canceled
62,68.72,0,Not_Canceled
65,100,0,Not_Canceled
116,86.36,0,Canceled
18,135,0,Canceled
41,108.45,1,Not_Canceled
93,92.65,0,Not_Canceled
132,114.75,0,Canceled
9,137,0,Not_Canceled
88,156.6,1,Canceled
111,129.65,1,Not_Canceled
143,100,0,Not_Canceled
35,69.53,0,Not_Canceled
212,84.31,0,Canceled
1,60,0,Canceled
2,55,0,Not_Canceled
37,108.11,1,Not_Canceled
64,98.1,3,Not_Canceled
191,131.75,2,Canceled
20,104,2,Not_Canceled
22,62,1,Not_Canceled
258,110,0,Canceled
301,52,0,Canceled
137,90,1,Canceled
0,65,0,Not_Canceled
260,113.4,0,Canceled
21,99.33,1,Not_Canceled
3,146,0,Canceled
80,136,0,Not_Canceled
76,51.09,0,Not_Canceled
34,82.23,1,Not_Canceled
273,109,0,Canceled
10,80,2,Not_Canceled
89,76.5,1,Canceled
0,133,0,Not_Canceled
1,89,1,Not_Canceled
100,79.2,1,Not_Canceled
103,76.5,0,Canceled
157,127,0,Canceled
121,125.55,1,Not_Canceled
37,95,0,Not_Canceled
57,85.85,1,Not_Canceled
0,89,1,Not_Canceled
73,38.67,0,Not_Canceled
181,120,0,Canceled
92,81.9,1,Canceled
23,91,1,Not_Canceled
1,105,0,Not_Canceled
159,114.3,0,Canceled
1,120,1,Not_Canceled
102,101.5,0,Canceled
19,139.13,1,Not_Canceled
100,108,0,Canceled
0,75,0,Not_Canceled
0,113,1,Not_Canceled
25,70,0,Not_Canceled
249,96.3,0,Canceled
192,95,0,Not_Canceled
232,104.13,1,Canceled
33,149.4,0,Canceled
3,75,0,Not_Canceled
10,137.7,0,Not_Canceled
92,90,0,Not_Canceled
1,90,0,Not_Canceled
85,85,1,Not_Canceled
115,88.4,2,Not_Canceled
20,80.85,2,Not_Canceled
138,94.5,0,Not_Canceled
98,167.45,0,Canceled
60,65,0,Not_Canceled
194,102.85,0,Canceled
10,134,0,Canceled
4,87.01,1,Not_Canceled
19,108.67,0,Not_Canceled
112,90,0,Not_Canceled
4,75,0,Not_Canceled
213,130,0,Canceled
36,139.14,0,Canceled
271,101.33,1,Canceled
7,119,0,Not_Canceled
1,149,1,Not_Canceled
1,85,0,Not_Canceled
115,61,0,Canceled
275,110,0,Canceled
96,94.5,0,Canceled
25,123,0,Canceled
81,123,2,Canceled
14,100,0,Not_Canceled
146,186.3,0,Not_Canceled
96,94.5,0,Canceled
41,139.5,0,Not_Canceled
133,186.3,1,Not_Canceled
263,110,0,Canceled
275,110,0,Canceled
19,69,2,Not_Canceled
156,121.5,0,Canceled
53,116.1,0,Canceled
39,74.8,2,Not_Canceled
17,80,1,Not_Canceled
82,80,1,Not_Canceled
47,120,0,Not_Canceled
83,101.15,1,Not_Canceled
85,106.54,1,Not_Canceled
4,101,1,Not_Canceled
0,180,0,Not_Canceled
12,71,0,Not_Canceled
2,198.28,1,Not_Canceled
0,136,1,Not_Canceled
55,60,0,Not_Canceled
138,94.5,0,Canceled
116,76,0,Not_Canceled
179,90.95,1,Not_Canceled
292,115,0,Canceled
41,93.93,2,Not_Canceled
10,120,0,Canceled
251,96.3,1,Canceled
0,168.3,0,Not_Canceled
7,77.25,0,Not_Canceled
20,58,0,Not_Canceled
249,184.65,0,Not_Canceled
89,63.49,1,Not_Canceled
147,99.45,1,Not_Canceled
222,99.6,1,Not_Canceled
5,125,1,Not_Canceled
164,82.28,0,Not_Canceled
8,86,0,Not_Canceled
7,100.1,1,Not_Canceled
24,80,0,Not_Canceled
52,78.3,0,Canceled
1,95,2,Not_Canceled
37,121.5,1,Not_Canceled
54,123.3,2,Not_Canceled
0,72.8,0,Not_Canceled
119,162,1,Not_Canceled
60,75.48,0,Not_Canceled
53,119.7,1,Not_Canceled
37,96.3,0,Not_Canceled
146,95,0,Canceled
265,115,1,Canceled
8,117.67,2,Not_Canceled
0,230,1,Not_Canceled
73,84.3,1,Canceled
196,121.98,0,Canceled
73,105.9,0,Not_Canceled
302,100,0,Canceled
169,63.5,0,Not_Canceled
41,70,0,Not_Canceled
10,83,1,Not_Canceled
11,62.37,1,Not_Canceled
10,153,2,Not_Canceled
12,122.33,0,Canceled
121,90,0,Canceled
161,63.42,1,Not_Canceled
180,120,0,Canceled
23,109,1,Not_Canceled
188,130,0,Canceled
10,83.58,0,Not_Canceled
163,73.37,1,Not_Canceled
50,65.67,0,Not_Canceled
115,76,0,Not_Canceled
377,115,1,Canceled
111,140.4,1,Canceled
151,80,0,Not_Canceled
128,43.43,1,Not_Canceled
171,126.9,0,Canceled
75,128.7,2,Not_Canceled
166,81.25,0,Not_Canceled
2,136.85,1,Not_Canceled
59,81,0,Not_Canceled
149,85.5,0,Canceled
145,116.45,1,Not_Canceled
34,103.05,2,Not_Canceled
10,92,0,Not_Canceled
126,89.24,0,Not_Canceled
213,130,0,Canceled
120,104.4,0,Not_Canceled
56,123.84,0,Not_Canceled
1,60,0,Canceled
60,65,1,Not_Canceled
141,135.45,0,Not_Canceled
156,116.82,1,Canceled
116,61,0,Canceled
14,152,2,Not_Canceled
286,117,1,Canceled
39,101.5,0,Not_Canceled
76,153.72,1,Not_Canceled
39,94.5,1,Not_Canceled
127,81.25,0,Not_Canceled
2,65,1,Not_Canceled
72,146.7,1,Not_Canceled
1,85,0,Not_Canceled
186,68.55,0,Canceled
290,72,1,Not_Canceled
214,90.9,0,Canceled
85,129.73,0,Not_Canceled
127,81.96,1,Not_Canceled
62,93.6,2,Not_Canceled
14,80,1,Not_Canceled
18,90,0,Not_Canceled
15,84,1,Not_Canceled
36,85,0,Not_Canceled
83,112.2,0,Not_Canceled
53,159.3,0,Canceled
99,81,0,Not_Canceled
98,141.6,1,Not_Canceled
127,90,0,Not_Canceled
29,109,2,Not_Canceled
119,71,1,Not_Canceled
64,93.6,1,Canceled
111,99.45,1,Not_Canceled
6,88,0,Not_Canceled
301,115,1,Canceled
179,108.9,2,Canceled
122,85,0,Canceled
96,131.4,0,Canceled
0,79,1,Not_Canceled
20,76,0,Not_Canceled
55,168.3,0,Canceled
2,139,0,Canceled
123,143.1,1,Canceled
136,105.3,1,Not_Canceled
63,68.85,0,Canceled
12,0,2,Not_Canceled
21,130.9,0,Canceled
33,85,0,Canceled
172,108.3,1,Canceled
101,142.3,0,Canceled
110,143.1,3,Not_Canceled
108,86.4,1,Not_Canceled
62,139.5,1,Not_Canceled
99,81,0,Not_Canceled
34,117,2,Not_Canceled
28,135,2,Not_Canceled
1,169,1,Not_Canceled
1,81,0,Not_Canceled
128,146.7,2,Not_Canceled
56,56.83,1,Not_Canceled
138,94.5,0,Canceled
193,130.05,0,Canceled
39,127.39,0,Not_Canceled
185,95.4,0,Canceled
58,90.68,2,Not_Canceled
98,93.6,3,Not_Canceled
80,100,0,Canceled
1,96,0,Not_Canceled
270,62.8,0,Canceled
18,157,2,Not_Canceled
14,138.05,3,Not_Canceled
34,117,0,Not_Canceled
257,65.29,2,Not_Canceled
46,135.9,2,Not_Canceled
245,75,0,Canceled
220,104.55,0,Not_Canceled
28,87,1,Not_Canceled
9,65,0,Not_Canceled
72,108,0,Not_Canceled
257,80,0,Not_Canceled
8,124,0,Canceled
60,88.61,1,Not_Canceled
103,94.5,0,Canceled
52,60,0,Not_Canceled
27,94.35,0,Canceled
88,96,0,Not_Canceled
305,89,0,Canceled
78,114.9,2,Not_Canceled
102,109,0,Not_Canceled
1,89,0,Canceled
40,72.76,0,Not_Canceled
2,55,0,Not_Canceled
2,129,2,Not_Canceled
262,63.75,0,Canceled
203,58.14,0,Canceled
132,96.3,0,Canceled
267,115.2,0,Canceled
66,108.11,1,Not_Canceled
1,135,1,Not_Canceled
110,205.38,2,Canceled
338,80,0,Canceled
0,65,1,Not_Canceled
104,76.5,0,Canceled
31,140.4,0,Not_Canceled
443,65,0,Canceled
290,72,0,Not_Canceled
7,90,1,Not_Canceled
45,126,0,Canceled
11,141,0,Canceled
39,101.5,0,Not_Canceled
0,67,0,Not_Canceled
60,128.85,0,Not_Canceled
79,126,2,Not_Canceled
320,90,0,Not_Canceled
40,175,0,Canceled
1,0,1,Not_Canceled
1,67,0,Not_Canceled
3,79,1,Not_Canceled
221,73,0,Not_Canceled
282,76.67,0,Not_Canceled
15,81,0,Not_Canceled
129,146.7,1,Not_Canceled
84,76.5,2,Not_Canceled
115,87,0,Not_Canceled
331,110.78,2,Canceled
1,91.38,2,Not_Canceled
121,90,0,Canceled
63,111.6,1,Not_Canceled
64,150.45,2,Not_Canceled
174,105.3,0,Canceled
17,65,0,Not_Canceled
2,66.88,0,Not_Canceled
46,116.1,0,Not_Canceled
7,119.5,1,Canceled
322,52,0,Not_Canceled
245,75,0,Canceled
98,103.5,1,Not_Canceled
11,90,1,Not_Canceled
260,168.3,0,Not_Canceled
78,100,0,Canceled
52,166.5,2,Not_Canceled
275,62.8,0,Canceled
22,161.5,1,Not_Canceled
42,97.63,0,Canceled
82,72.25,1,Not_Canceled
141,80.75,0,Not_Canceled
0,75.28,0,Not_Canceled
88,132.3,1,Canceled
47,126.9,1,Not_Canceled
208,88.77,2,Not_Canceled
173,73.37,1,Not_Canceled
187,84.72,0,Canceled
50,76.5,0,Canceled
43,152.05,0,Not_Canceled
145,131.7,1,Not_Canceled
19,151,1,Canceled
2,131,1,Not_Canceled
1,65,0,Not_Canceled
65,72.25,0,Not_Canceled
2,145,2,Not_Canceled
93,159.3,0,Canceled
40,130.9,2,Not_Canceled
42,75,0,Not_Canceled
113,100,0,Canceled
51,75,0,Not_Canceled
33,91.48,1,Not_Canceled
121,74.54,0,Not_Canceled
76,99.73,2,Not_Canceled
298,78.3,2,Not_Canceled
1,105,0,Not_Canceled
39,107,1,Not_Canceled
18,210,2,Not_Canceled
81,103.5,1,Not_Canceled
41,85.67,0,Not_Canceled
15,80.3,1,Not_Canceled
3,80,0,Not_Canceled
11,140,1,Canceled
257,101.5,0,Canceled
14,174,0,Not_Canceled
9,65,0,Not_Canceled
90,48.6,0,Canceled
17,92.67,0,Not_Canceled
120,79.2,0,Canceled
180,100,1,Not_Canceled
39,101.5,0,Not_Canceled
109,72.25,0,Not_Canceled
21,37.07,1,Not_Canceled
79,151.2,1,Not_Canceled
144,76.48,1,Not_Canceled
0,99.63,0,Not_Canceled
134,89.25,1,Not_Canceled
46,152.1,2,Not_Canceled
26,85,0,Not_Canceled
150,107.57,1,Not_Canceled
98,109.65,2,Not_Canceled
116,104.5,0,Canceled
14,204.75,1,Canceled
273,87,0,Not_Canceled
21,114,2,Not_Canceled
0,40,0,Not_Canceled
145,72.5,0,Not_Canceled
234,105.04,0,Canceled
123,71.6,0,Not_Canceled
40,72.76,1,Not_Canceled
10,106,0,Canceled
32,144,1,Canceled
0,110.7,1,Not_Canceled
